Diabetes_binary,HighBP,HighChol,CholCheck,BMI,Smoker,Stroke,HeartDiseaseorAttack,PhysActivity,Fruits,Veggies,HvyAlcoholConsump,AnyHealthcare,NoDocbcCost,GenHlth,MentHlth,PhysHlth,DiffWalk,Sex,Age,Education,Income,Social_Security_Number
0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,30.0,0.0,1.0,1.0,5.0,6.0,593-13-5640
0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,651-22-6369
0.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,749-99-7896
0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,30.0,0.0,0.0,2.0,3.0,5.0,324-91-9376
0.0,1.0,1.0,1.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,11.0,6.0,4.0,246-38-6884
0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,7.0,0.0,1.0,12.0,4.0,5.0,873-72-1940
0.0,1.0,0.0,1.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,296-33-9632
0.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,20.0,20.0,0.0,0.0,3.0,2.0,1.0,736-17-1396
0.0,1.0,1.0,1.0,25.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,5.0,8.0,692-51-7919
0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,6.0,7.0,172-40-4725
0.0,1.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,4.0,6.0,103-19-1771
0.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,247-70-3125
0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,516-58-5553
0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,6.0,8.0,534-89-9324
0.0,0.0,1.0,1.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0,15.0,0.0,0.0,4.0,5.0,5.0,715-85-7873
0.0,0.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,7.0,4.0,5.0,746-88-4402
0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,557-76-2479
0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,6.0,8.0,172-19-3460
0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,8.0,326-32-8235
0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0,7.0,604-27-4554
0.0,1.0,0.0,1.0,35.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,4.0,6.0,692-65-6572
0.0,1.0,1.0,1.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,9.0,6.0,3.0,129-86-1288
1.0,1.0,1.0,1.0,26.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,13.0,6.0,5.0,479-82-2574
0.0,1.0,1.0,1.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,15.0,0.0,0.0,1.0,9.0,4.0,6.0,305-72-7470
0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,6.0,6.0,8.0,535-51-9460
0.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,6.0,8.0,449-35-2063
0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,8.0,649-92-8581
0.0,1.0,0.0,1.0,37.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,5.0,7.0,385-36-2140
0.0,0.0,0.0,1.0,33.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,11.0,6.0,6.0,137-90-6469
0.0,1.0,0.0,1.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,6.0,7.0,773-82-6096
0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,5.0,7.0,702-85-9534
0.0,1.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,2.0,5.0,6.0,246-56-4939
0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,2.0,149-46-3482
1.0,1.0,0.0,1.0,35.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,30.0,1.0,1.0,10.0,6.0,7.0,368-25-3729
1.0,1.0,0.0,1.0,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,25.0,30.0,1.0,0.0,5.0,5.0,3.0,101-22-9592
0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,5.0,8.0,189-16-9249
0.0,1.0,0.0,1.0,33.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,6.0,6.0,465-88-4632
0.0,0.0,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,6.0,8.0,211-84-2949
0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,8.0,316-96-4154
0.0,1.0,0.0,1.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,309-75-2698
0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,6.0,4.0,8.0,774-16-2971
0.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,206-82-4642
1.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,6.0,6.0,788-85-7278
0.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,5.0,6.0,180-60-3326
0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,7.0,6.0,4.0,390-71-4777
1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,28.0,1.0,1.0,13.0,4.0,4.0,884-59-7052
0.0,1.0,1.0,1.0,36.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,30.0,1.0,1.0,11.0,4.0,7.0,144-55-8974
1.0,1.0,0.0,1.0,36.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,6.0,6.0,450-97-8495
1.0,1.0,1.0,1.0,33.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,15.0,0.0,0.0,12.0,4.0,5.0,311-16-1985
1.0,1.0,0.0,1.0,35.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,5.0,15.0,0.0,0.0,6.0,5.0,5.0,878-58-5568
1.0,1.0,0.0,1.0,29.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,13.0,4.0,6.0,695-46-6850
0.0,0.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,6.0,8.0,595-96-4099
0.0,1.0,0.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,232-11-6689
0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,753-22-7959
0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,10.0,6.0,6.0,202-46-8103
0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,447-26-4368
0.0,1.0,1.0,1.0,28.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,4.0,6.0,261-60-8926
0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,6.0,8.0,468-73-7326
1.0,1.0,1.0,1.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,4.0,7.0,235-54-5367
0.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,1.0,4.0,4.0,386-78-8446
0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,6.0,6.0,8.0,230-58-2452
0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,224-10-5741
0.0,1.0,1.0,1.0,29.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,10.0,4.0,7.0,815-38-4934
1.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,10.0,4.0,2.0,318-57-2635
0.0,1.0,0.0,1.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,21.0,1.0,0.0,11.0,3.0,2.0,484-17-4042
0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,10.0,1.0,0.0,1.0,4.0,7.0,433-77-4855
0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,6.0,8.0,865-17-4640
0.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,6.0,8.0,652-25-1496
1.0,1.0,1.0,1.0,30.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,403-82-6469
1.0,1.0,0.0,1.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,6.0,5.0,1.0,283-80-7357
0.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,5.0,7.0,891-12-5102
0.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,14.0,1.0,0.0,9.0,5.0,6.0,813-19-1762
1.0,0.0,1.0,1.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,30.0,1.0,1.0,9.0,2.0,4.0,284-93-8130
0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,8.0,0.0,0.0,10.0,6.0,5.0,657-72-1631
0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,564-12-7339
0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,789-11-6516
0.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,5.0,7.0,779-18-7606
0.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,6.0,8.0,805-20-5235
0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,6.0,7.0,275-50-2339
0.0,1.0,1.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,7.0,4.0,1.0,234-70-6502
1.0,1.0,1.0,1.0,27.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,10.0,5.0,8.0,432-30-2244
0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,156-95-2627
0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,8.0,224-31-4489
0.0,0.0,1.0,1.0,28.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,9.0,6.0,8.0,403-14-1966
0.0,1.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,5.0,572-50-7731
0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,676-61-5061
1.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,15.0,1.0,0.0,9.0,5.0,2.0,752-86-5570
0.0,0.0,0.0,1.0,32.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,5.0,8.0,131-42-4109
0.0,0.0,0.0,1.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,4.0,6.0,8.0,880-65-3842
0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,30.0,18.0,0.0,1.0,4.0,4.0,8.0,321-75-9988
0.0,1.0,0.0,1.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,4.0,5.0,602-93-9618
0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,218-17-7270
0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,6.0,5.0,2.0,349-59-2183
0.0,0.0,1.0,1.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,8.0,4.0,3.0,797-39-4386
0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,3.0,6.0,8.0,164-60-1805
0.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,5.0,8.0,191-71-1152
